title,manufacturer,length,size category,year built,file_name
nautic-saintonge ns 44 c.c. (center cockpit),nautic-saintonge,12.98,[12.5-13.5),1980,fffef8fe10180000.jpg
nautic-saintonge ns 44 c.c. (center cockpit),nautic-saintonge,12.98,[12.5-13.5),1980,ffffc70101c7ffff.jpg
nautic-saintonge ns 44 c.c. (center cockpit),nautic-saintonge,12.98,[12.5-13.5),1980,ffffffff41000000.jpg
nautic-saintonge ns 44 c.c. (center cockpit),nautic-saintonge,12.98,[12.5-13.5),1980,ffffffffff000000.jpg
sweden yachts 340,sweden yachts,10.4,[9.5-10.5),1987,bf8000f8feff3e04.jpg
sweden yachts 340,sweden yachts,10.4,[9.5-10.5),1987,fffff141460000f0.jpg
jeanneau one disign 24,jeanneau,7.3,[6.5-7.5),1996,00040d7fff0787f7.jpg
jeanneau one disign 24,jeanneau,7.3,[6.5-7.5),1996,00c6c7c7ff3e0078.jpg
jeanneau one disign 24,jeanneau,7.3,[6.5-7.5),1996,ff17ffff1c020000.jpg
jeanneau one disign 24,jeanneau,7.3,[6.5-7.5),1996,ffff070313210000.jpg
hanse 458,hanse,14.04,[13.5-14.5),2023,ffc640e7b79e8e00.jpg
van de stadt trintella 3a,van de stadt,10.85,[10.5-11.5),1971,007c3f0feff8f800.jpg
van de stadt trintella 3a,van de stadt,10.85,[10.5-11.5),1971,00ffff1f3f1f0000.jpg
van de stadt trintella 3a,van de stadt,10.85,[10.5-11.5),1971,f1ff8f0707070100.jpg
feltz skorpion,feltz,9.89,[9.5-10.5),1980,0000080cedffffec.jpg
feltz skorpion,feltz,9.89,[9.5-10.5),1980,20a5ef44ff7f3800.jpg
feltz skorpion,feltz,9.89,[9.5-10.5),1980,808bffff0710346c.jpg
j boats j88,j boats,8.9,[8.5-9.5),2016,ffbf3f7870606202.jpg
j boats j88,j boats,8.9,[8.5-9.5),2016,fff1ffff8f000000.jpg
lagoon 400 s2,lagoon,11.97,[11.5-12.5),2016,0fffff75ff3c3000.jpg
lagoon 400 s2,lagoon,11.97,[11.5-12.5),2016,bfbdb90518b191df.jpg
lagoon 400 s2,lagoon,11.97,[11.5-12.5),2016,fffffff7fd1c1000.jpg
sangermani terza santa maria,sangermani,20.58,[20.5-21.5),1973,3c3c3c2c6c7c7c78.jpg
bavaria 32 cruiser,bavaria,10.29,[9.5-10.5),2012,dcb4ffff3c383020.jpg
bavaria 32 cruiser,bavaria,10.29,[9.5-10.5),2012,ff2cf6f87c1c0c00.jpg
bavaria 32 cruiser,bavaria,10.29,[9.5-10.5),2012,ffbffc687f010100.jpg
bavaria 32 cruiser,bavaria,10.29,[9.5-10.5),2012,ffff60fbff710000.jpg
jantar 23 classic,jantar,7.1,[6.5-7.5),2002,fe24f2e6dc983818.jpg
jantar 23 classic,jantar,7.1,[6.5-7.5),2002,fff87fff1d100c00.jpg
sunbeam 22.1,sunbeam,6.85,[6.5-7.5),2020,80e1277f7f400000.jpg
sunbeam 22.1,sunbeam,6.85,[6.5-7.5),2020,e7ffffff40808000.jpg
sunbeam 22.1,sunbeam,6.85,[6.5-7.5),2020,efffc797767c3020.jpg
j composite j 97,j composite,9.61,[9.5-10.5),2011,1f3ffffc3d704000.jpg
j composite j 97,j composite,9.61,[9.5-10.5),2011,7fff1c7f38787060.jpg
j composite j 97,j composite,9.61,[9.5-10.5),2011,fefeff7f7c0c0000.jpg
j composite j 97,j composite,9.61,[9.5-10.5),2011,fffffc001f030100.jpg
bavaria 34 cruiser,bavaria,10.0,[9.5-10.5),2018,ff0700000c7f7f10.jpg
plastivela kudu,plastivela,7.6,[7.5-8.5),1977,b7efc180c5ffffff.jpg
plastivela kudu,plastivela,7.6,[7.5-8.5),1977,efffffdf0000b030.jpg
plastivela kudu,plastivela,7.6,[7.5-8.5),1977,ffff01007d8181e0.jpg
hanse 331,hanse,10.08,[9.5-10.5),1995,ffffc4fffd580060.jpg
hanse 331,hanse,10.08,[9.5-10.5),1995,fffffffd99183020.jpg
pouvreau prototype,pouvreau,20.0,[19.5-20.5),1979,fffc00070f1f0f00.jpg
elan gt6 - ready for delivery,elan,15.14,[14.5-15.5),2022,630000c3fbff07e1.jpg
elan gt6 - ready for delivery,elan,15.14,[14.5-15.5),2022,cfc7878791a18080.jpg
elan gt6 - ready for delivery,elan,15.14,[14.5-15.5),2022,f3e323e3c1f9e181.jpg
hallberg-rassy 352,hallberg-rassy,10.54,[10.5-11.5),1986,f8ffffffffcf0000.jpg
bavaria '30  30 cruiser,bavaria,9.45,[8.5-9.5),2006,ffc402e33c3e0e02.jpg
lm 27 motorzeiler,lm,8.35,[7.5-8.5),1977,ff1eff7f3d210000.jpg
bavaria 46 cruiser,bavaria,14.4,[13.5-14.5),2005,ffffff1c70800000.jpg
bavaria 46 cruiser,bavaria,14.4,[13.5-14.5),2005,ffffffb81c8e8080.jpg
bavaria yachtbau gmbh 42 visiom,bavaria,12.8,[12.5-13.5),2014,052700040e37e7ff.jpg
bavaria yachtbau gmbh 42 visiom,bavaria,12.8,[12.5-13.5),2014,fd3d1f233d0000fe.jpg
jeanneau 30 sun odyssey,jeanneau,9.24,[8.5-9.5),1994,ffd7d30c1e7f0100.jpg
jeanneau 30 sun odyssey,jeanneau,9.24,[8.5-9.5),1994,ffffc7477cfc0000.jpg
jeanneau 30 sun odyssey,jeanneau,9.24,[8.5-9.5),1994,ffffffc7187e0000.jpg
astus 20.1,astus,6.0,[5.5-6.5),2007,00000000ffffe7ff.jpg
astus 20.1,astus,6.0,[5.5-6.5),2007,ffffffff21000000.jpg
hanse 345,hanse,10.4,[9.5-10.5),2015,f9fbff87003d0101.jpg
hanse 345,hanse,10.4,[9.5-10.5),2015,ffe30018f8ff0400.jpg
zaadnoordijk centaur,zaadnoordijk,6.2,[5.5-6.5),1995,efef7f0f010041fb.jpg
zaadnoordijk centaur,zaadnoordijk,6.2,[5.5-6.5),1995,ffffff0c83780c00.jpg
zaadnoordijk centaur,zaadnoordijk,6.2,[5.5-6.5),1995,ffffffff20200000.jpg
"gallart 13,50 ms",gallart,13.5,[12.5-13.5),1987,ffffbeff84000004.jpg
"gallart 13,50 ms",gallart,13.5,[12.5-13.5),1987,fffff37f80000000.jpg
"gallart 13,50 ms",gallart,13.5,[12.5-13.5),1987,fffffff900000000.jpg
"gallart 13,50 ms",gallart,13.5,[12.5-13.5),1987,fffffffff6000000.jpg
najad 331,najad,9.98,[9.5-10.5),1998,3f3fffffec800101.jpg
najad 331,najad,9.98,[9.5-10.5),1998,ffcfe62f1f0f8006.jpg
najad 331,najad,9.98,[9.5-10.5),1998,ffffe70001810101.jpg
najad 331,najad,9.98,[9.5-10.5),1998,ffffffff37030000.jpg
beneteau oceanis 40,beneteau,12.4,[11.5-12.5),2008,dffcb5ff9f80c0c1.jpg
ostac f31,ostac,9.4,[8.5-9.5),1992,ffb360f3cfc48080.jpg
ostac f31,ostac,9.4,[8.5-9.5),1992,fff8f8f0700000ff.jpg
ostac f31,ostac,9.4,[8.5-9.5),1992,ffff409fc1058080.jpg
ostac f31,ostac,9.4,[8.5-9.5),1992,ffffe7eb73010101.jpg
ostac f31,ostac,9.4,[8.5-9.5),1992,ffffffe0003c1000.jpg
ostac f31,ostac,9.4,[8.5-9.5),1992,fffffff400000000.jpg
ostac f31,ostac,9.4,[8.5-9.5),1992,ffffffff20000000.jpg
victoire 25,victoire,7.75,[7.5-8.5),1972,00003fff7f7e0000.jpg
victoire 25,victoire,7.75,[7.5-8.5),1972,ffff31f83e070000.jpg
victoire 25,victoire,7.75,[7.5-8.5),1972,ffff3f000080ff7f.jpg
jeanneau sun odyssey 349,jeanneau,9.98,[9.5-10.5),2017,0c0c0c1cbcfc7c0c.jpg
jeanneau sun odyssey 349,jeanneau,9.98,[9.5-10.5),2017,ffffff1c00e06000.jpg
leopard 45,leopard,13.72,[13.5-14.5),2018,f7e7c72d373c1c04.jpg
bavaria 40,bavaria,12.48,[11.5-12.5),2001,ffff009f9f0181ff.jpg
bavaria 40,bavaria,12.48,[11.5-12.5),2001,ffff9bcfc7fd8181.jpg
bavaria 40,bavaria,12.48,[11.5-12.5),2001,ffffe980f9818187.jpg
bavaria 40,bavaria,12.48,[11.5-12.5),2001,ffffffc09f818341.jpg
nautitech catamarans 48 open,nautitech,14.6,[14.5-15.5),2024,006e7e7c7c7e6e00.jpg
nautitech catamarans 48 open,nautitech,14.6,[14.5-15.5),2024,006e7e7c7c7e7e00.jpg
nautitech catamarans 48 open,nautitech,14.6,[14.5-15.5),2024,fffff3604f080000.jpg
robertson&amp;caine leopard 40,leopard,11.99,[11.5-12.5),2019,001810ffffff1800.jpg
robertson&amp;caine leopard 40,leopard,11.99,[11.5-12.5),2019,cfffff1f1c3e90c0.jpg
robertson&amp;caine leopard 40,leopard,11.99,[11.5-12.5),2019,ffff1f26a6182030.jpg
comar comet 28 race,comet,8.3,[7.5-8.5),1988,00107e7ec0000fff.jpg
comar comet 28 race,comet,8.3,[7.5-8.5),1988,bfff6ffffc000000.jpg
comar comet 28 race,comet,8.3,[7.5-8.5),1988,ffe00000fdff7f00.jpg
ovington boats 49er skiff,ovington boats,5.07,[4.5-5.5),1998,00040cff7f3e3a60.jpg
ovington boats 49er skiff,ovington boats,5.07,[4.5-5.5),1998,ffe3f1f160000800.jpg
ovington boats 49er skiff,ovington boats,5.07,[4.5-5.5),1998,fffd1897bc7d0303.jpg
jeanneau fantasia 27,jeanneau,8.4,[7.5-8.5),1985,feffffff0b003c00.jpg
jeanneau fantasia 27,jeanneau,8.4,[7.5-8.5),1985,ffffff1d7c7e0000.jpg
jeanneau fantasia 27,jeanneau,8.4,[7.5-8.5),1985,ffffffff98007800.jpg
abeking &amp; rasmussen hansajolle g 318,rasmussen,5.85,[5.5-6.5),1978,000003fc82c7f7ff.jpg
abeking &amp; rasmussen hansajolle g 318,rasmussen,5.85,[5.5-6.5),1978,3e3e2400c0e0ffff.jpg
abeking &amp; rasmussen hansajolle g 318,rasmussen,5.85,[5.5-6.5),1978,effffffffcfc0000.jpg
abeking &amp; rasmussen hansajolle g 318,rasmussen,5.85,[5.5-6.5),1978,ffef0f0000c4e7ff.jpg
abeking &amp; rasmussen hansajolle g 318,rasmussen,5.85,[5.5-6.5),1978,ffffff0100000000.jpg
jeanneau sun odyssey 389 swingkeel,jeanneau,11.34,[10.5-11.5),2016,010303cfe7e7e800.jpg
jeanneau sun odyssey 389 swingkeel,jeanneau,11.34,[10.5-11.5),2016,83e3f2bfbf0240f0.jpg
jeanneau sun odyssey 389 swingkeel,jeanneau,11.34,[10.5-11.5),2016,fefeff6f80600000.jpg
jeanneau sun odyssey 389 swingkeel,jeanneau,11.34,[10.5-11.5),2016,ff0f0f00fefe7c00.jpg
jeanneau sun odyssey 389 swingkeel,jeanneau,11.34,[10.5-11.5),2016,fffff0e200020303.jpg
bavaria 42,bavaria,12.95,[12.5-13.5),1999,010197ffffef0000.jpg
bavaria 42,bavaria,12.95,[12.5-13.5),1999,7eff1e00793c3c3c.jpg
bavaria 42,bavaria,12.95,[12.5-13.5),1999,bf01001fbfdfc720.jpg
bavaria 42,bavaria,12.95,[12.5-13.5),1999,c0003fffff070100.jpg
bavaria 42,bavaria,12.95,[12.5-13.5),1999,f7f1f1fdfdf10080.jpg
bavaria 42,bavaria,12.95,[12.5-13.5),1999,fff3f332fefcc004.jpg
bavaria cruiser 33,bavaria,9.99,[9.5-10.5),2016,efffe6e67c8e80c0.jpg
bavaria cruiser 33,bavaria,9.99,[9.5-10.5),2016,ffffffe001100100.jpg
"beneteau first 21,7 s",beneteau,6.5,[5.5-6.5),2012,07fffffffc000000.jpg
"beneteau first 21,7 s",beneteau,6.5,[5.5-6.5),2012,cf871f070001ffff.jpg
"beneteau first 21,7 s",beneteau,6.5,[5.5-6.5),2012,f3070c3e01e1ff7f.jpg
"beneteau first 21,7 s",beneteau,6.5,[5.5-6.5),2012,fefce034e3e3a070.jpg
"beneteau first 21,7 s",beneteau,6.5,[5.5-6.5),2012,ff57f67f78208180.jpg
"beneteau first 21,7 s",beneteau,6.5,[5.5-6.5),2012,ffff33067e7c6000.jpg
"beneteau first 21,7 s",beneteau,6.5,[5.5-6.5),2012,ffffff7d00000000.jpg
"beneteau first 21,7 s",beneteau,6.5,[5.5-6.5),2012,ffffffffefc80000.jpg
beneteau first 31.7,beneteau,9.61,[9.5-10.5),2009,020074ff3c78e3c7.jpg
beneteau first 31.7,beneteau,9.61,[9.5-10.5),2009,0383fff93e8e0000.jpg
beneteau first 31.7,beneteau,9.61,[9.5-10.5),2009,7000001cfe7e187e.jpg
beneteau first 31.7,beneteau,9.61,[9.5-10.5),2009,8096fff7777c0100.jpg
beneteau first 31.7,beneteau,9.61,[9.5-10.5),2009,81ff0d4d440081ff.jpg
beneteau first 31.7,beneteau,9.61,[9.5-10.5),2009,93fff7ff7c010103.jpg
beneteau first 31.7,beneteau,9.61,[9.5-10.5),2009,b7fb1f3f79610000.jpg
beneteau first 31.7,beneteau,9.61,[9.5-10.5),2009,bebff7ff3c010000.jpg
beneteau first 31.7,beneteau,9.61,[9.5-10.5),2009,bffff3be3ef00000.jpg
beneteau first 31.7,beneteau,9.61,[9.5-10.5),2009,f0feffffff030000.jpg
beneteau first 31.7,beneteau,9.61,[9.5-10.5),2009,fffff2403e7c0100.jpg
bavaria 31,bavaria,10.0,[9.5-10.5),2000,5ff2feff7e787000.jpg
bavaria 31,bavaria,10.0,[9.5-10.5),2000,ffc3c186c0f07101.jpg
bavaria 31,bavaria,10.0,[9.5-10.5),2000,fffe7ffe3e060000.jpg
scheurer foiling a-cat,scheurer,5.49,[4.5-5.5),2015,3b3056dee06078bc.jpg
scheurer foiling a-cat,scheurer,5.49,[4.5-5.5),2015,d0d0dfdfdd0000c7.jpg
scheurer foiling a-cat,scheurer,5.49,[4.5-5.5),2015,d7c703073f3f000f.jpg
scheurer foiling a-cat,scheurer,5.49,[4.5-5.5),2015,ff3f3f063e003f00.jpg
comar genesi 43 sport,comar,13.2,[12.5-13.5),1993,dfffff0183430000.jpg
geesten/ granada 28,granada,8.28,[7.5-8.5),1983,37ffffcf313c1c03.jpg
geesten/ granada 28,granada,8.28,[7.5-8.5),1983,ffff1f0000000000.jpg
finn yachts sunwind 311,finn yachts,9.4,[8.5-9.5),1991,f9f8f8f880fe7e80.jpg
finn yachts sunwind 311,finn yachts,9.4,[8.5-9.5),1991,fffffc0067786101.jpg
j boats j/70,j boats,6.93,[6.5-7.5),2016,000000feff03efff.jpg
j boats j/70,j boats,6.93,[6.5-7.5),2016,7ee0808cbf80ffff.jpg
j boats j/70,j boats,6.93,[6.5-7.5),2016,f0e0407ffe86e0fe.jpg
j boats j/70,j boats,6.93,[6.5-7.5),2016,f3c0800087c0ffff.jpg
j boats j/70,j boats,6.93,[6.5-7.5),2016,ff7713393f010618.jpg
bavaria 38 cruiser,bavaria,11.7,[11.5-12.5),2006,f7e7e7c383010100.jpg
bavaria 38 cruiser,bavaria,11.7,[11.5-12.5),2006,fef8ff8180808080.jpg
dufour 34 performance,dufour,10.28,[9.5-10.5),2006,0080ffff073b1c04.jpg
dufour 34 performance,dufour,10.28,[9.5-10.5),2006,027f0f7fff80a000.jpg
dufour 34 performance,dufour,10.28,[9.5-10.5),2006,180f87b0e4e64e0e.jpg
dufour 34 performance,dufour,10.28,[9.5-10.5),2006,3f7fffffd8002000.jpg
dufour 34 performance,dufour,10.28,[9.5-10.5),2006,7e3f0ffefc030000.jpg
dufour 34 performance,dufour,10.28,[9.5-10.5),2006,ff83d0fefe1e8e80.jpg
dufour 34 performance,dufour,10.28,[9.5-10.5),2006,ffffffc7fcfc0000.jpg
dufour 34 performance,dufour,10.28,[9.5-10.5),2006,ffffffcf73180000.jpg
dufour 34 performance,dufour,10.28,[9.5-10.5),2006,ffffffe7ff200000.jpg
albin marine albin vega,vega,8.25,[7.5-8.5),1972,00ffefefbc8080ff.jpg
albin marine albin vega,vega,8.25,[7.5-8.5),1972,3f7fefc70803070f.jpg
albin marine albin vega,vega,8.25,[7.5-8.5),1972,f9fcfefff0800000.jpg
albin marine albin vega,vega,8.25,[7.5-8.5),1972,fefcfe0700301000.jpg
albin marine albin vega,vega,8.25,[7.5-8.5),1972,ffc0003f1b000000.jpg
albin marine albin vega,vega,8.25,[7.5-8.5),1972,ffe4ffffe0c04000.jpg
yacht-service jenneskens najade 900 de luxe,yacht-service jenneskens,9.3,[8.5-9.5),1973,ecfffff8ff008040.jpg
bruce roberts 28,bruce roberts,8.7,[8.5-9.5),2004,f7fff7ff67430003.jpg
bruce roberts 28,bruce roberts,8.7,[8.5-9.5),2004,fffffe021e000009.jpg
bruce roberts 28,bruce roberts,8.7,[8.5-9.5),2004,ffffffffef000000.jpg
nauticat 33,nauticat,10.25,[9.5-10.5),1978,f7f7f078010000c7.jpg
nauticat 33,nauticat,10.25,[9.5-10.5),1978,fcdccc7c8080e0fc.jpg
slotta yachts 31,slotta yachts,9.4,[8.5-9.5),2006,cf3fff3d00008181.jpg
slotta yachts 31,slotta yachts,9.4,[8.5-9.5),2006,dff3ffffe7780000.jpg
slotta yachts 31,slotta yachts,9.4,[8.5-9.5),2006,feffffffff200000.jpg
slotta yachts 31,slotta yachts,9.4,[8.5-9.5),2006,ffffe7fd39010103.jpg
slotta yachts 31,slotta yachts,9.4,[8.5-9.5),2006,ffffffff02000000.jpg
jeanneau 53,jeanneau,15.73,[15.5-16.5),2011,fefefcf8e0c18000.jpg
jeanneau 53,jeanneau,15.73,[15.5-16.5),2011,ffff830000afffff.jpg
jeanneau 53,jeanneau,15.73,[15.5-16.5),2011,ffffffc0c03b0702.jpg
westerly falcon 35,westerly,10.54,[10.5-11.5),1994,ffffefff04000000.jpg
spirit 28,spirit,8.5,[7.5-8.5),1975,fc7e3f3c3e3e0000.jpg
spirit 28,spirit,8.5,[7.5-8.5),1975,ff7fff07030387ff.jpg
dehler 45,dehler,13.7,[13.5-14.5),2011,3f03ffc79ff70300.jpg
knierim yachtbau 26m maxi racer,maxi,26.03,[25.5-26.5),2002,00000018fffffe08.jpg
knierim yachtbau 26m maxi racer,maxi,26.03,[25.5-26.5),2002,c0e0f0ffff380000.jpg
knierim yachtbau 26m maxi racer,maxi,26.03,[25.5-26.5),2002,fcfcf8f43c58e000.jpg
knierim yachtbau 26m maxi racer,maxi,26.03,[25.5-26.5),2002,ffff7e0d1c1c0404.jpg
dehler yachtbau dehler 38,dehler,11.3,[10.5-11.5),2016,0702fff9f9f0e0c0.jpg
huitema zeeschouw,huitema,8.5,[7.5-8.5),1975,3f3f1f1810860707.jpg
huitema zeeschouw,huitema,8.5,[7.5-8.5),1975,ffffffff00000000.jpg
excess 11,excess,11.33,[10.5-11.5),2023,f9f9f9f0f8780000.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2018,ffff7e2c66e74200.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2018,ffffff680020d187.jpg
hanse 348,hanse,9.99,[9.5-10.5),2021,ff1f7f1c9c010100.jpg
schochl aquila,aquila,6.3,[5.5-6.5),1978,ffffff00f1380e00.jpg
schochl aquila,aquila,6.3,[5.5-6.5),1978,ffffff0441380000.jpg
moser m2,moser,8.6,[8.5-9.5),1982,fffffb0001000000.jpg
elan 431,elan,13.45,[12.5-13.5),1995,187ff53c3c3c1c0c.jpg
elan 431,elan,13.45,[12.5-13.5),1995,d3c3f7f60200031f.jpg
elan 431,elan,13.45,[12.5-13.5),1995,fffffec088200002.jpg
elan 431,elan,13.45,[12.5-13.5),1995,ffffff0f000003c0.jpg
elan 431,elan,13.45,[12.5-13.5),1995,ffffff7f00100000.jpg
elan 431,elan,13.45,[12.5-13.5),1995,ffffffe700380000.jpg
elan 431,elan,13.45,[12.5-13.5),1995,fffffff0003e0080.jpg
elan 431,elan,13.45,[12.5-13.5),1995,fffffff7382c0001.jpg
dehler 36 cws,dehler,11.0,[10.5-11.5),1990,0080ffffffb80001.jpg
hanse 331,hanse,10.2,[9.5-10.5),2001,ffffc00000fe0000.jpg
hanse 331,hanse,10.2,[9.5-10.5),2001,ffffffff00000000.jpg
marieholm 26,marieholm,8.0,[7.5-8.5),1978,001c3e7e7e3e0000.jpg
marieholm 26,marieholm,8.0,[7.5-8.5),1978,0020ff7e0086eefe.jpg
marieholm 26,marieholm,8.0,[7.5-8.5),1978,e7c38040293960fc.jpg
marieholm 26,marieholm,8.0,[7.5-8.5),1978,fffe0c3c0062030f.jpg
contessa 32,contessa,9.75,[9.5-10.5),1978,ff7ffffdbd282080.jpg
jeanneau sun fast 37,jeanneau,11.4,[10.5-11.5),2001,00c0e0f3ffff3f02.jpg
jeanneau sun fast 37,jeanneau,11.4,[10.5-11.5),2001,73bfb781c1e084fc.jpg
jeanneau sun fast 37,jeanneau,11.4,[10.5-11.5),2001,ffffc7e7838e8600.jpg
jeanneau sun fast 37,jeanneau,11.4,[10.5-11.5),2001,ffffffb100000000.jpg
devoti d-one,devoti,4.23,[3.5-4.5),2010,0000d1603e8fe7fb.jpg
devoti d-one,devoti,4.23,[3.5-4.5),2010,1f0930787c0e0000.jpg
mader kiel-zugvogel nr. 633,mader,5.8,[5.5-6.5),1965,ff00000c07470703.jpg
hallberg-rassy 312,hallberg-rassy,9.48,[8.5-9.5),1980,ef3eff5f3d012000.jpg
hallberg-rassy 312,hallberg-rassy,9.48,[8.5-9.5),1980,ff7fff209c000000.jpg
hallberg-rassy 312,hallberg-rassy,9.48,[8.5-9.5),1980,ffffffffff000000.jpg
contest 30 ac (mk ii),contest,9.15,[8.5-9.5),1980,f7e7677f1f000003.jpg
contest 30 ac (mk ii),contest,9.15,[8.5-9.5),1980,fff3df0000c0c33f.jpg
bavaria c50,bavaria,15.43,[14.5-15.5),2024,ffffbfbf36000000.jpg
bavaria c50,bavaria,15.43,[14.5-15.5),2024,fffffffffb000000.jpg
bavaria c50,bavaria,15.43,[14.5-15.5),2024,ffffffffffe40000.jpg
bavaria c57,bavaria,16.67,[16.5-17.5),2024,0f0fff4f01c38383.jpg
bavaria c57,bavaria,16.67,[16.5-17.5),2024,f3f7f7ee0e000000.jpg
bavaria c57,bavaria,16.67,[16.5-17.5),2024,ffffeffe3c00227c.jpg
dragon 340 - can 108,dragon,11.7,[11.5-12.5),2023,080808ffcfcfffff.jpg
dragon 340 - can 108,dragon,11.7,[11.5-12.5),2023,efffc78381c0f1ff.jpg
dragon 340 - can 108,dragon,11.7,[11.5-12.5),2023,f8f8b38080c7c1e1.jpg
dragon 340 - can 108,dragon,11.7,[11.5-12.5),2023,fce1e83c5c0e0e00.jpg
dragon 340 - can 108,dragon,11.7,[11.5-12.5),2023,fff02000c707ffff.jpg
dragon 340 - can 108,dragon,11.7,[11.5-12.5),2023,fffe3c3f0c00ff7e.jpg
dragon 340 - can 108,dragon,11.7,[11.5-12.5),2023,ffff7f0080ff7e00.jpg
dragon 340 - can 108,dragon,11.7,[11.5-12.5),2023,fffffe3c1c00817e.jpg
dragon 340 - can 108,dragon,11.7,[11.5-12.5),2023,ffffff3004c707ff.jpg
nissen 40 ds,nissen,11.99,[11.5-12.5),1993,fffff6ff3f7c2000.jpg
lm 30,lm,9.7,[9.5-10.5),1985,1c60fc8e9df10101.jpg
lm 30,lm,9.7,[9.5-10.5),1985,f9e73f38c21ff800.jpg
lm 30,lm,9.7,[9.5-10.5),1985,ffff1b0800fe1303.jpg
italia yachts 12.98 bellissima,italia yachts,14.3,[13.5-14.5),2023,bf18ff777d783080.jpg
italia yachts 12.98 bellissima,italia yachts,14.3,[13.5-14.5),2023,c878ffbf34625838.jpg
italia yachts 12.98 bellissima,italia yachts,14.3,[13.5-14.5),2023,ffff083f076d2080.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,0000ffffdfc89a10.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,0000ffffff60980c.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,00f0fefffc70c383.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,60c0ec7e7ef86007.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,7cff7f70780e7c00.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,86047ffe80c1ff3f.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,bfbfbfff81000000.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,fbf8fafefe000000.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,ff1e007ffe8e8020.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,fff0737f3f030000.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,fff8f4fe7e000000.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,fffe7e00743c8001.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,ffff01607c1c0480.jpg
etap 30i,etap,8.93,[8.5-9.5),2004,ffff0f017d1e0200.jpg
ohlson 8:8,ohlson,8.8,[8.5-9.5),1976,7fc3ff00000a09f9.jpg
ohlson 8:8,ohlson,8.8,[8.5-9.5),1976,ff7f2ffe18600000.jpg
ohlson 8:8,ohlson,8.8,[8.5-9.5),1976,fff07f7fb99c8080.jpg
jeanneau melody,jeanneau,10.1,[9.5-10.5),1977,000000179f9f9fec.jpg
jeanneau melody,jeanneau,10.1,[9.5-10.5),1977,20fffff078391f00.jpg
jeanneau melody,jeanneau,10.1,[9.5-10.5),1977,f8f8e8eeefef7000.jpg
jeanneau melody,jeanneau,10.1,[9.5-10.5),1977,ffffffffff010000.jpg
reinke 12m stahlyacht,reinke,12.5,[11.5-12.5),2000,0430f8fefffee000.jpg
reinke 12m stahlyacht,reinke,12.5,[11.5-12.5),2000,7f7fffff00001c00.jpg
reinke 12m stahlyacht,reinke,12.5,[11.5-12.5),2000,fffffff9c1830000.jpg
dehler 38sq,dehler,11.64,[11.5-12.5),2022,e0e0e8c4c7e3f5f0.jpg
dehler 38sq,dehler,11.64,[11.5-12.5),2022,ffcf201703030f4f.jpg
dehler 38sq,dehler,11.64,[11.5-12.5),2022,fffff71d70700307.jpg
artekno h-boot,artekno,8.28,[7.5-8.5),1980,00c7e7fb0001c1ef.jpg
artekno h-boot,artekno,8.28,[7.5-8.5),1980,9fffeff780000101.jpg
artekno h-boot,artekno,8.28,[7.5-8.5),1980,fcf9fffe01000203.jpg
artekno h-boot,artekno,8.28,[7.5-8.5),1980,ff00cdf880c1ffff.jpg
archambault a35,archambault,10.59,[10.5-11.5),2007,60607fffff020000.jpg
archambault a35,archambault,10.59,[10.5-11.5),2007,ffcfe7e7c3c30000.jpg
winga 87,winga,8.75,[8.5-9.5),1979,fffffce03c1c0000.jpg
yacht hornet hornet 29,yacht hornet,8.7,[8.5-9.5),2012,0030f8bfbfcf8000.jpg
yacht hornet hornet 29,yacht hornet,8.7,[8.5-9.5),2012,17ff001c3e1c1e0e.jpg
yacht hornet hornet 29,yacht hornet,8.7,[8.5-9.5),2012,3e00b2a2c0f13307.jpg
yacht hornet hornet 29,yacht hornet,8.7,[8.5-9.5),2012,fff8f0ff3e700000.jpg
yacht hornet hornet 29,yacht hornet,8.7,[8.5-9.5),2012,fffcc080cff80103.jpg
yacht hornet hornet 29,yacht hornet,8.7,[8.5-9.5),2012,fffffe0000000000.jpg
yacht hornet hornet 29,yacht hornet,8.7,[8.5-9.5),2012,ffffffffff100000.jpg
carter 30 offshore,carter,9.07,[8.5-9.5),1979,000000f7ffff3d03.jpg
carter 30 offshore,carter,9.07,[8.5-9.5),1979,007e0e0f0f7f7f06.jpg
carter 30 offshore,carter,9.07,[8.5-9.5),1979,007e7070747f7f00.jpg
carter 30 offshore,carter,9.07,[8.5-9.5),1979,007e7c78707e7f00.jpg
carter 30 offshore,carter,9.07,[8.5-9.5),1979,70f0f4f0f0701117.jpg
